<doc id="wr_1761-09-30" attrs="word" year="1761" month="09" day="30" corpus="2">
<head id="h2_d591e2482">
Mastricht	w1_d591e2486
Recompens	w1_d591e13327
in	w3_d591e13330
die	w5_d591e13333
Saeristey	w7_d591e13336
zu	w9_d591e13339
Maria=hülf	w11_d591e13342
zu	w13_d591e13346
bringen.	w1_d591e13351
</p>
<p id="p20_d591e13354">
Den	w1_d591e13358
20.	w3_d591e13361
Novemb.	w5_d591e13364
dies	w7_d591e13367
Jahrs	w9_d591e13370
Nachmittag	w11_d591e13373
um	w13_d591e13377
2.	w1_d591e13382
Uhr	w3_d591e13385
wird	w5_d591e13388
bey	w7_d591e13391
einem	w9_d591e13394
Löbl.	w11_d591e13397
Consistorio	w13_d591e13401
Univer-	w15_d591e13404
fitatis	w1_d591e13409
in	w3_d591e13412
Judicialibus	w5_d591e13415
das	w7_d591e13418
Plierische	w9_d591e13421
in	w11_d591e13424
der	w13_d591e13428
Schu	w15_d591e13431
ler=strassen	w1_d591e13437
gelegene	w3_d591e13440
Haus	w5_d591e13443
licitando	w7_d591e13446
dem	w9_d591e13449
Meist	w11_d591e13452
bietenden	w1_d591e13457
verkauffet	w3_d591e13460
werden.	w5_d591e13463
</p>
<p id="p22_d591e13466">
Hiemit	w1_d591e13470
wird	w3_d591e13473
jedermänniglich	w5_d591e13476
kund	w7_d591e13479
und	w9_d591e13482
zu	w11_d591e13485
wis	w13_d591e13489
sen	w1_d591e13494
gemacht,	w3_d591e13497
daß	w5_d591e13500
den	w7_d591e13503
16.	w9_d591e13506
kunftigen	w11_d591e13509
Monats	w13_d591e13513
De	w15_d591e13516
cemb.	w1_d591e13521
a.	w3_d591e13524
c.	w5_d591e13527
die	w7_d591e13530
weil.	w9_d591e13533
Deckerisch=seel.	w11_d591e13536
hinterlas	w13_d591e13540
</p>
<p id="p24_d591e13544">
sene	w1_d591e13548
Apothecken	w3_d591e13551
beym	w5_d591e13554
Salvator	w7_d591e13557
in	w9_d591e13560
der	w11_d591e13563
Kärnter	w13_d591e13567
strassen	w1_d591e13572
genannt,	w3_d591e13575
auf	w5_d591e13578
alhiesigem	w7_d591e13581
Raht=haus	w9_d591e13584
dem	w11_d591e13587
Meistbietenden	w1_d591e13592
verkauffet	w3_d591e13595
werden.	w5_d591e13598
</p>
<p id="p26_d591e13601">
Von	w1_d591e13605
N.	w3_d591e13608
Stadt=richter,	w5_d591e13611
und	w7_d591e13614
Raht	w9_d591e13617
der	w11_d591e13620
Lan	w13_d591e13624
des=fürstl.	w1_d591e13629
Stadt	w3_d591e13632
Korneuburg	w5_d591e13635
wegen,	w7_d591e13638
wird	w9_d591e13641
hie	w11_d591e13644
mit	w1_d591e13649
jedermänniglich	w3_d591e13652
kund	w5_d591e13655
und	w7_d591e13658
zu	w9_d591e13661
wissen	w11_d591e13664
gemacht	w13_d591e13668
welchergestalten	w1_d591e13674
der	w3_d591e13677
Johann	w5_d591e13680
Adam	w7_d591e13683
Prieller,	w9_d591e13686
ge	w11_d591e13689
west	w1_d591e13694
Burgerl.	w3_d591e13697
Müller=meister	w5_d591e13700
allhier	w7_d591e13703
seel.	w9_d591e13706
ver	w11_d591e13709
mög	w1_d591e13714
seines	w3_d591e13717
hinterlassenen	w5_d591e13720
Testaments	w7_d591e13723
de	w9_d591e13726
publi-	w11_d591e13729
catione	w1_d591e13734
28.	w3_d591e13737
Sept.	w5_d591e13740
1759.	w7_d591e13743
nebst	w9_d591e13746
denen	w11_d591e13749
anderen	w13_d591e13753
Kin	w15_d591e13756
dern	w1_d591e13762
auch	w3_d591e13765
seinen	w5_d591e13768
Sohn	w7_d591e13771
Johann	w9_d591e13774
Michael	w11_d591e13777
Prieller,	w13_d591e13781
gewesten	w1_d591e13786
Müller=meistern,	w3_d591e13789
und	w5_d591e13792
dermalen	w7_d591e13795
bey	w9_d591e13798
der	w1_d591e13803
K.	w3_d591e13806
K.	w5_d591e13809
Feld=artillerie	w7_d591e13812
dienenden	w9_d591e13815
gemeinen	w11_d591e13818
Mann	w1_d591e13823
zum	w3_d591e13826
Universal=erben	w5_d591e13829
eingesetzet,	w7_d591e13832
Respectu	w9_d591e13835
dieses	w1_d591e13841
letzteren	w3_d591e13844
aber	w5_d591e13847
verordnet	w7_d591e13850
habe,	w9_d591e13853
daß	w11_d591e13856
von	w13_d591e13860
dem	w15_d591e13863
auf	w1_d591e13868
vorbemeldten	w3_d591e13871
Johann	w5_d591e13874
Michael	w7_d591e13877
Prieller	w9_d591e13880
fal	w11_d591e13883
lenden	w1_d591e13888
Erbs=antheil	w3_d591e13891
1000.	w5_d591e13894
fl.	w7_d591e13897
angeleget,	w9_d591e13900
hievon	w11_d591e13903
derselbe,	w1_d591e13908
und	w3_d591e13911
dessen	w5_d591e13914
Ehewirtin	w7_d591e13917
Snsanna	w9_d591e13920
Lebens	w11_d591e13923
länglich	w1_d591e13929
das	w3_d591e13932
abfallende	w5_d591e13935
Jnteresse	w7_d591e13938
zu	w9_d591e13941
geniessen	w11_d591e13944
ha	w13_d591e13948
ben,	w1_d591e13953
nach	w3_d591e13956
derenselben	w5_d591e13959
Tod	w7_d591e13962
aber	w9_d591e13965
sothane	w11_d591e13968
1000.	w13_d591e13972
fl.	w15_d591e13975
zu	w1_d591e13980
einen	w3_d591e13983
ewigen	w5_d591e13986
Stift=capital	w7_d591e13989
gemachet,	w9_d591e13992
und	w11_d591e13995
zu	w1_d591e14000
Erlehrung	w3_d591e14003
der	w5_d591e14006
Schull=jugend	w7_d591e14009
angewendet	w9_d591e14012
werden	w1_d591e14018
sollen.	w3_d591e14021
Um	w5_d591e14024
willen	w7_d591e14027
nun	w9_d591e14030
aber	w11_d591e14033
an	w13_d591e14037
Seiten	w15_d591e14040
vorermeldtenJohann	w1_d591e14045
Michael	w3_d591e14048
Prieller	w5_d591e14051
sich	w7_d591e14054
einige	w9_d591e14057
Creditores	w1_d591e14062
melden,	w3_d591e14065
und	w5_d591e14068
derohalben	w7_d591e14071
auch	w9_d591e14074
in	w11_d591e14077
sei	w13_d591e14081
ner	w1_d591e14086
Abwesenheit	w3_d591e14089
um	w5_d591e14092
sowol	w7_d591e14095
desselben	w9_d591e14098
Erbsquan	w11_d591e14101
tum	w1_d591e14107
sicher	w3_d591e14110
determiniren,	w5_d591e14113
als	w7_d591e14116
besonders	w9_d591e14119
abgehörte	w11_d591e14122
Stiftungs=sache	w1_d591e14127
in	w3_d591e14130
die	w5_d591e14133
Richtigkeit	w7_d591e14136
bringen	w9_d591e14139
zu	w11_d591e14142
können	w1_d591e14147
eine	w3_d591e14150
ordentliche	w5_d591e14153
Convocation	w7_d591e14156
anzuordnen	w9_d591e14159
der	w1_d591e14164
Nohtdurft	w3_d591e14167
zu	w5_d591e14170
seyn	w7_d591e14173
erkennet	w9_d591e14176
worden	w11_d591e14179
ist;	w13_d591e14183
die	w15_d591e14186
semnach	w1_d591e14192
werden	w3_d591e14195
alle	w5_d591e14198
diejenige,	w7_d591e14201
welche	w9_d591e14204
an	w11_d591e14207
mehr	w13_d591e14211
erholten	w1_d591e14216
Johann	w3_d591e14219
Michael	w5_d591e14222
Prieller,	w7_d591e14225
und	w9_d591e14228
dessen	w11_d591e14231
Ehewirtin	w1_d591e14236
einige	w3_d591e14239
Sprüch	w5_d591e14242
und	w7_d591e14245
Anforderungen	w9_d591e14248
sub	w11_d591e14251
quocunque	w1_d591e14256
Titulo	w3_d591e14259
zu	w5_d591e14262
stellen	w7_d591e14265
haben,	w9_d591e14268
oder	w11_d591e14271
zu	w13_d591e14275
stel	w15_d591e14278
len	w1_d591e14284
vermeinen,	w3_d591e14287
sonderheitlich	w5_d591e14290
aber	w7_d591e14293
der	w9_d591e14296
Johann	w11_d591e14299
Michael	w1_d591e14304
Scheiner	w3_d591e14307
Müller=meister	w5_d591e14310
zu	w7_d591e14313
Vischau	w9_d591e14316
am	w11_d591e14319
Steinfeld,	w1_d591e14324
der	w3_d591e14327
Herr	w5_d591e14330
Joseph	w7_d591e14333
Lachapelle	w9_d591e14336
proprio,	w11_d591e14339
&	w1_d591e14344
Annä	w3_d591e14347
Mariä	w5_d591e14350
Bierson	w7_d591e14353
Nomine,	w9_d591e14356
den	w11_d591e14359
9.	w13_d591e14363
künf	w15_d591e14366
tigen	w1_d591e14372
Monats	w3_d591e14375
Novemb.	w5_d591e14378
fruh	w7_d591e14381
um	w9_d591e14384
8.	w11_d591e14387
Uhr	w13_d591e14391
auf	w15_d591e14394
al	w17_d591e14397
hiesigen	w1_d591e14402
Raht=haus	w3_d591e14405
peremptorie,	w5_d591e14408
&	w7_d591e14411
cum	w9_d591e14414
clau-	w11_d591e14417
sula	w1_d591e14422
præclusi	w3_d591e14425
pro	w5_d591e14428
1mo.	w7_d591e14431
2do.	w9_d591e14434
&	w11_d591e14437
3tio.	w13_d591e14441
Termino	w15_d591e14444
entweders	w1_d591e14449
selbst	w3_d591e14452
persönlich,	w5_d591e14455
oder	w7_d591e14458
durch	w9_d591e14461
genugsam	w11_d591e14464
Bevollmächtigte	w1_d591e14470
also	w3_d591e14473
gewiß	w5_d591e14476
zu	w7_d591e14479
erscheinen,	w9_d591e14482
und	w11_d591e14485
ihre	w1_d591e14490
Anforderungen	w3_d591e14493
Rechts	w5_d591e14496
beständig	w7_d591e14499
zu	w9_d591e14502
liquidi	w11_d591e14505
ren	w1_d591e14510
haben,	w3_d591e14513
als	w5_d591e14516
im	w7_d591e14519
Gegensatz	w9_d591e14522
die	w11_d591e14525
Ausbleibende	w13_d591e14529
nicht	w1_d591e14534
mehr	w3_d591e14537
gehöret,	w5_d591e14540
sondern	w7_d591e14543
denenselben	w9_d591e14546
das	w11_d591e14549
ewige	w13_d591e14553
Stillschweigen	w1_d591e14559
auferleget	w3_d591e14562
werden	w5_d591e14565
solle.	w7_d591e14568
</p>
<p id="p28_d591e14571">
Wir	w1_d591e14575
Endes	w3_d591e14578
Gefertigte	w5_d591e14581
von	w7_d591e14584
einem	w9_d591e14587
Löbl.	w11_d591e14590
Land	w13_d591e14594
marschallischen	w1_d591e14599
Gericht	w3_d591e14602
verordnete	w5_d591e14605
Commissarien,	w7_d591e14608
fügen	w1_d591e14613
denen	w3_d591e14616
sammentl.	w5_d591e14619
weil.	w7_d591e14622
des	w9_d591e14625
Wolgebornen	w11_d591e14628
Herrn	w1_d591e14634
Johann	w3_d591e14637
Baptist	w5_d591e14640
Bartalotti,	w7_d591e14643
Frey=herrn	w9_d591e14646
von	w1_d591e14651
Partenfeld,	w3_d591e14654
Jhro	w5_d591e14657
K.	w7_d591e14660
K.	w9_d591e14663
Majest.	w11_d591e14666
gewesten	w13_d591e14670
Hof=cammer=rahts,	w1_d591e14675
und	w3_d591e14678
Salz=amts=manns	w5_d591e14681
seel.	w7_d591e14684
claßificirten	w1_d591e14689
Creditoren	w3_d591e14692
(welche	w5_d591e14695
ihre	w7_d591e14698
gänzliche	w9_d591e14701
Be	w11_d591e14704
zahlung	w1_d591e14710
annoch	w3_d591e14713
nicht	w5_d591e14716
empfangen	w7_d591e14719
haben,	w9_d591e14722
nomine-	w11_d591e14725
</p>
<p id="p34_d591e14738">
tonus	w1_d591e14742
aber	w3_d591e14745
dem	w5_d591e14748
Dominico	w7_d591e14751
Loreughi,	w9_d591e14754
dem	w11_d591e14757
Adam	w13_d591e14761
Petrasch,	w1_d591e14766
der	w3_d591e14769
Euphrosinä	w5_d591e14772
Constantiä	w7_d591e14775
Pitschin,	w9_d591e14778
dem	w1_d591e14783
Thomä	w3_d591e14786
Schweiger,	w5_d591e14789
der	w7_d591e14792
Joannä	w9_d591e14795
Dorotheä	w11_d591e14798
Damin,	w1_d591e14804
dem	w3_d591e14807
Sebastian	w5_d591e14810
Perger,	w7_d591e14813
der	w9_d591e14816
Mariä	w11_d591e14819
Re	w13_d591e14823
ginä	w1_d591e14828
Haßlingerin,	w3_d591e14831
dem	w5_d591e14834
Johann	w7_d591e14837
Baptist	w9_d591e14840
Pirin	w11_d591e14843
ger,	w1_d591e14848
dem	w3_d591e14851
Martin	w5_d591e14854
Nuschitz,	w7_d591e14857
der	w9_d591e14860
Apolonia	w11_d591e14863
Jn	w13_d591e14867
vanschitzin,	w1_d591e14872
dem	w3_d591e14875
Johann	w5_d591e14878
Theodor,	w7_d591e14881
von	w9_d591e14884
Zeppen	w11_d591e14887
feld,	w1_d591e14893
dem	w3_d591e14896
Joseph	w5_d591e14899
Heck,	w7_d591e14902
dem	w9_d591e14905
Johann	w11_d591e14908
Georg	w13_d591e14912
Piati,	w15_d591e14915
der	w1_d591e14920
Mariä	w3_d591e14923
Annä	w5_d591e14926
Sorosini,	w7_d591e14929
und	w9_d591e14932
dem	w11_d591e14935
Peter	w13_d591e14939
Süß,	w15_d591e14942
oder	w1_d591e14947
denenselben	w3_d591e14950
Erben,	w5_d591e14953
und	w7_d591e14956
Erbens	w9_d591e14959
Erben	w11_d591e14962
hie	w13_d591e14966
mit	w1_d591e14971
zu	w3_d591e14974
wissen.	w5_d591e14977
Welcher	w7_d591e14980
gestalten	w9_d591e14983
an	w11_d591e14986
uns	w13_d591e14990
Sperrs	w15_d591e14993
Commissarien	w1_d591e14999
unter	w3_d591e15002
dem	w5_d591e15005
21.	w7_d591e15008
lauffenden	w9_d591e15011
Monats	w11_d591e15014
Augusti	w1_d591e15019
eine	w3_d591e15022
mehrmalig=gerichtliche	w5_d591e15025
Auflag	w7_d591e15028
des	w9_d591e15031
Jnhalts	w1_d591e15036
ergangen	w3_d591e15039
seye.	w5_d591e15042
Daß	w7_d591e15045
wir	w9_d591e15048
wegen	w11_d591e15051
Verthei	w13_d591e15055
lung	w1_d591e15060
des	w3_d591e15063
von	w5_d591e15066
weil	w7_d591e15069
Frauen	w9_d591e15072
Maria	w11_d591e15075
Regina	w13_d591e15079
Freyin	w15_d591e15082
von	w1_d591e15088
Partenfeld,	w3_d591e15091
gebohrnen	w5_d591e15094
Freyin	w7_d591e15097
von	w9_d591e15100
Waffen	w11_d591e15103
berg	w1_d591e15108
seel.	w3_d591e15111
ihres	w5_d591e15114
Herrn	w7_d591e15117
Ehe=gemals	w9_d591e15120
weil.	w11_d591e15123
Herrn	w13_d591e15127
Johann	w1_d591e15132
Baprist	w3_d591e15135
Freyherrn	w5_d591e15138
von	w7_d591e15141
Partenfeld	w9_d591e15144
seel.	w11_d591e15147
Creditoribus	w1_d591e15152
zu	w3_d591e15155
gedachtem	w5_d591e15158
Legat	w7_d591e15161
ein	w9_d591e15164
nochmaliges	w11_d591e15167
superperemptorie	w1_d591e15173
claufulirtes	w3_d591e15176
Convocations=edict	w5_d591e15179
ausfertigen,	w1_d591e15184
und	w3_d591e15187
aldarumen	w5_d591e15190
die	w7_d591e15193
bey	w9_d591e15196
voriger	w11_d591e15199
den	w13_d591e15203
23.	w1_d591e15208
Febr.	w3_d591e15211
dies	w5_d591e15214
Jahrs	w7_d591e15217
angeordneten	w9_d591e15220
Tag=satzung	w11_d591e15223
nicht	w1_d591e15228
erschienene	w3_d591e15231
Freyherr	w5_d591e15234
Johann	w7_d591e15237
Baptist	w9_d591e15240
Barta	w11_d591e15243
lottische	w1_d591e15249
Creditores	w3_d591e15252
nominetenus	w5_d591e15255
mit	w7_d591e15258
der	w9_d591e15261
Clau	w11_d591e15264
fula	w1_d591e15269
citiren,	w3_d591e15272
daß	w5_d591e15275
auf	w7_d591e15278
ferneres	w9_d591e15281
Ausbleiben	w11_d591e15284
des	w13_d591e15288
von	w15_d591e15291
weil.	w1_d591e15296
Frauen	w3_d591e15299
Regina	w5_d591e15302
Freyin	w7_d591e15305
von	w9_d591e15308
Partenfeld	w11_d591e15311
ihnen	w13_d591e15315
Freyherren	w1_d591e15320
Johann	w3_d591e15323
Baptist	w5_d591e15326
Partenfeldischen	w7_d591e15329
Cre	w9_d591e15332
ditoribus	w1_d591e15338
zugedachte	w3_d591e15341
Legat	w5_d591e15344
pr.	w7_d591e15347
14000.	w9_d591e15350
fl.	w11_d591e15353
denen	w13_d591e15357
Er	w15_d591e15360
schienenen	w1_d591e15365
ausgetheilet	w3_d591e15368
werden	w5_d591e15371
sollen.	w7_d591e15374
Deme	w9_d591e15377
zu	w11_d591e15380
folge	w1_d591e15385
wir	w3_d591e15388
den	w5_d591e15391
26	w7_d591e15394
Novembris	w9_d591e15397
dies	w11_d591e15400
Jahrs	w13_d591e15404
Nach	w15_d591e15407
mittag	w1_d591e15412
um	w3_d591e15415
2.	w5_d591e15418
Uhr	w7_d591e15421
in	w9_d591e15424
mein	w11_d591e15427
Landschreibers	w13_d591e15431
in	w15_d591e15434
der	w17_d591e15437
Waldzeil	w1_d591e15443
in	w3_d591e15446
dem	w5_d591e15449
vorhin	w7_d591e15452
Zickhinisch,	w9_d591e15455
nunmehro	w11_d591e15458
Hartenbergischen	w1_d591e15463
Haus	w3_d591e15466
im	w5_d591e15469
zweyten	w7_d591e15472
Stock	w9_d591e15475
haben	w11_d591e15478
den	w1_d591e15483
Wohn=zimmern	w3_d591e15486
zu	w5_d591e15489
erscheinen	w7_d591e15492
zur	w9_d591e15495
perempto	w11_d591e15498
rie	w1_d591e15503
clausulirten	w3_d591e15506
Convocations=tagsatzung	w5_d591e15509
pro	w7_d591e15512
ul	w9_d591e15515
time	w1_d591e15521
termino	w3_d591e15524
bestimmet	w5_d591e15527
haben.	w7_d591e15530
Solchemnach	w9_d591e15533
all	w1_d591e15538
und	w3_d591e15541
jede	w5_d591e15544
besonders	w7_d591e15547
aber	w9_d591e15550
die	w11_d591e15553
obbenannte	w13_d591e15557
Frey	w15_d591e15560
herren	w1_d591e15565
Partenfeldische	w3_d591e15568
Creditores,	w5_d591e15571
oder	w7_d591e15574
derensel	w9_d591e15577
ben	w1_d591e15582
Erben,	w3_d591e15585
wann	w5_d591e15588
sie	w7_d591e15591
ihre	w9_d591e15594
Bezahlung	w11_d591e15597
annoch	w13_d591e15601
gänz	w15_d591e15604
lich	w1_d591e15610
nicht	w3_d591e15613
empfangen	w5_d591e15616
haben,	w7_d591e15619
an	w9_d591e15622
obbesagtem	w11_d591e15625
Tag	w13_d591e15629
Stund	w1_d591e15634
und	w3_d591e15637
Ott	w5_d591e15640
also	w7_d591e15643
gewiß	w9_d591e15646
persönlich,	w11_d591e15649
oder	w13_d591e15653
durch	w15_d591e15656
genugsam	w1_d591e15661
Bevollmächtigte	w3_d591e15664
erscheinen,	w5_d591e15667
ihre	w7_d591e15670
an	w9_d591e15673
weil.	w1_d591e15678
Herrn	w3_d591e15681
Johann	w5_d591e15684
Baptist	w7_d591e15687
Freyherrn	w9_d591e15690
von	w11_d591e15693
Par	w13_d591e15697
tenfeld	w1_d591e15703
K.	w3_d591e15706
Hof=cammer	w5_d591e15709
raht,	w7_d591e15712
und	w9_d591e15715
Salzamt	w11_d591e15718
mann	w1_d591e15723
seel.	w3_d591e15726
Verlassenschaft	w5_d591e15729
gestellte	w7_d591e15732
und	w9_d591e15735
claßificirte	w11_d591e15738
Forderung,	w1_d591e15743
dann	w3_d591e15746
wie	w5_d591e15749
sie	w7_d591e15752
solche	w9_d591e15755
liquidiret,	w11_d591e15758
und	w13_d591e15762
was	w1_d591e15767
sie	w3_d591e15770
hieran	w5_d591e15773
empfangen	w7_d591e15776
haben	w9_d591e15779
mit	w11_d591e15782
behorigen	w13_d591e15786
Dorumenten	w1_d591e15792
erweisen,	w3_d591e15795
wie	w5_d591e15798
im	w7_d591e15801
widrigen	w9_d591e15804
unter	w11_d591e15807
die	w1_d591e15812
vorhin	w3_d591e15815
erschienene,	w5_d591e15818
und	w7_d591e15821
sich	w9_d591e15824
angemeldtFrey	w11_d591e15827
derren	w1_d591e15832
Partenfeldische	w3_d591e15835
Creditores	w5_d591e15838
obbesagtes	w7_d591e15841
Le	w9_d591e15844
gatum	w1_d591e15849
deren	w3_d591e15852
14000.	w5_d591e15855
fl.	w7_d591e15858
ausgetheilet,	w9_d591e15861
denen	w11_d591e15864
Aus	w13_d591e15868
bleibenden	w1_d591e15874
aber	w3_d591e15877
das	w5_d591e15880
ewige	w7_d591e15883
Stillschweigen	w9_d591e15886
auferle	w11_d591e15889
net	w1_d591e15894
werden	w3_d591e15897
solle.	w5_d591e15900
</p>
<list id="l38_d591e15958">
</list>
<p id="p40_d591e15963">
faltigkeit	w1_d591e15967
ist	w3_d591e15970
zu	w5_d591e15973
haben:	w7_d591e15976
Neue	w1_d591e15981
und	w3_d591e15984
accurate	w5_d591e15987
Generalpostlandkhar	w7_d591e15990
ten,	w1_d591e15995
darinnen	w3_d591e15998
das	w5_d591e16001
ganze	w7_d591e16004
Heil.	w9_d591e16007
Römische	w11_d591e16010
Reich,	w13_d591e16014
auch	w1_d591e16020
Jtalien,	w3_d591e16023
samt	w5_d591e16026
einen	w7_d591e16029
grossen	w9_d591e16032
Theil	w11_d591e16035
deren	w13_d591e16039
daran	w1_d591e16044
gränzenden	w3_d591e16047
Königreichen,	w5_d591e16050
Hungarn,	w7_d591e16053
Poh	w9_d591e16056
len,	w1_d591e16061
und	w3_d591e16064
Preussen	w5_d591e16067
begriffen,	w7_d591e16070
in	w9_d591e16073
seine	w11_d591e16076
ordentli	w13_d591e16080
che	w1_d591e16085
Reichs=kreis,	w3_d591e16088
und	w5_d591e16091
allen	w7_d591e16094
darinn	w9_d591e16097
befindlichen	w11_d591e16100
Fürstentümern	w1_d591e16106
und	w3_d591e16109
Grafschaften	w5_d591e16112
auf	w7_d591e16115
das	w9_d591e16118
deut	w11_d591e16121
lichste	w1_d591e16126
eingetheilet,	w3_d591e16129
auch	w5_d591e16132
mit	w7_d591e16135
Compaß	w9_d591e16138
und	w11_d591e16141
Maß	w13_d591e16145
stab	w1_d591e16150
auf	w3_d591e16153
das	w5_d591e16156
beste	w7_d591e16159
versehen.	w9_d591e16162
Jlluminirter	w11_d591e16165
im	w13_d591e16169
Futteral	w1_d591e16174
pr.	w3_d591e16177
1.	w5_d591e16180
fl.	w7_d591e16183
15.	w9_d591e16186
kr.	w11_d591e16189
ohne	w13_d591e16193
Futeral	w15_d591e16196
pr.	w17_d591e16199
1.	w19_d591e16202
fl.	w21_d591e16205
Jn	w1_d591e16211
der	w3_d591e16214
Kaiserl.	w5_d591e16217
Königl.	w7_d591e16220
Hof=buchhandlung	w9_d591e16223
Johann	w1_d591e16228
Thomas	w3_d591e16231
Trattner	w5_d591e16234
ist	w7_d591e16237
neu	w9_d591e16240
Ju	w11_d591e16243
haben:	w13_d591e16247
</p>
<list id="l42_d591e16250">
Doctor	w1_d591e16254
Deimlischen	w3_d591e16257
Haus	w5_d591e16260
neben	w7_d591e16263
der	w9_d591e16266
Heil.	w11_d591e16269
Drey	w13_d591e16273
</list>
<p id="p44_d591e16277">
Von	w1_d591e16281
N.	w3_d591e16284
Stadt	w5_d591e16287
richter	w7_d591e16290
und	w9_d591e16293
Raht	w11_d591e16296
der	w13_d591e16300
Landes	w15_d591e16303
fürstl.	w1_d591e16308
Stadt	w3_d591e16311
Korneuburg	w5_d591e16314
wegen,	w7_d591e16317
wird	w9_d591e16320
hiemit	w11_d591e16323
der	w13_d591e16327
vermög	w1_d591e16332
sicher	w3_d591e16335
eingeholter	w5_d591e16338
Nachricht	w7_d591e16341
schon	w9_d591e16344
über	w11_d591e16347
2.	w1_d591e16353
Jahr	w3_d591e16356
abwesenden	w5_d591e16359
Herrschaft	w7_d591e16362
Weitrai	w9_d591e16365
schen	w1_d591e16370
Unterthanin,	w3_d591e16373
Theresia	w5_d591e16376
Preysingerin,	w7_d591e16379
oder	w9_d591e16382
ihren	w1_d591e16387
etwann	w3_d591e16390
vorhandenen	w5_d591e16393
Erben	w7_d591e16396
hiemit	w9_d591e16399
kund	w11_d591e16402
und	w1_d591e16407
zu	w3_d591e16410
wissen	w5_d591e16413
gemacht:	w7_d591e16416
Welchergestalten	w9_d591e16419
derselben	w11_d591e16422
aus	w1_d591e16428
ihrer	w3_d591e16431
alhier	w5_d591e16434
in	w7_d591e16437
Minnorenitate	w9_d591e16440
verstorbenen	w11_d591e16443
bey	w13_d591e16447
den	w1_d591e16452
Vettern	w3_d591e16455
Joseph,	w5_d591e16458
und	w7_d591e16461
Johann	w9_d591e16464
Georg	w11_d591e16467
Preysin	w13_d591e16471
ger	w1_d591e16476
seel.	w3_d591e16479
Verlassenschaften	w5_d591e16482
ein	w7_d591e16485
Erb=theil	w9_d591e16488
pr.	w11_d591e16491
38	w13_d591e16495
fl.	w15_d591e16498
5.	w1_d591e16503
kr.	w3_d591e16506
3.	w5_d591e16509
den.	w7_d591e16512
ab	w9_d591e16515
intestato	w11_d591e16518
angefallen	w13_d591e16522
seye;	w15_d591e16525
Es	w17_d591e16528
wird	w1_d591e16534
demnach	w3_d591e16537
sie	w5_d591e16540
Theresia	w7_d591e16543
Preysingerin,	w9_d591e16546
oder	w11_d591e16549
derselben	w1_d591e16554
Erben	w3_d591e16557
von	w5_d591e16560
heut	w7_d591e16563
Dato	w9_d591e16566
an	w11_d591e16569
binnen	w13_d591e16573
einem	w15_d591e16576
Jahr,	w1_d591e16581
6.	w3_d591e16584
Wochen	w5_d591e16587
und	w7_d591e16590
3	w9_d591e16593
Tägen	w11_d591e16596
entweder	w13_d591e16600
selbst,	w15_d591e16603
oder	w1_d591e16608
durch	w3_d591e16611
andere	w5_d591e16614
auf	w7_d591e16617
dem	w9_d591e16620
Raht=haus	w11_d591e16623
alhier	w13_d591e16627
al	w15_d591e16630
sogewiß	w1_d591e16636
zu	w3_d591e16639
erscheinen,	w5_d591e16642
und	w7_d591e16645
sich	w9_d591e16648
hierumen	w11_d591e16651
zu	w13_d591e16655
mel	w15_d591e16658
den	w1_d591e16663
haben,	w3_d591e16666
als	w5_d591e16669
im	w7_d591e16672
Gegensatz	w9_d591e16675
ob	w11_d591e16678
berührtes	w13_d591e16682
Erb	w15_d591e16685
theil	w1_d591e16690
deren	w3_d591e16693
38.	w5_d591e16696
fl.	w7_d591e16699
5.	w9_d591e16702
kr.	w11_d591e16705
3.	w13_d591e16709
den.	w15_d591e16712
ihren	w17_d591e16715
verhande	w19_d591e16718
nen	w1_d591e16723
und	w3_d591e16726
bereits	w5_d591e16729
behörig	w7_d591e16732
legitimirten	w9_d591e16735
nächsten	w11_d591e16738
Be	w13_d591e16742
freundten	w1_d591e16748
zuerkennet	w3_d591e16751
und	w5_d591e16754
ausgefolget	w7_d591e16757
werden	w9_d591e16760
solle.	w11_d591e16763
Actum	w1_d591e16768
Korneuburg	w3_d591e16771
21.	w5_d591e16774
Augusti	w7_d591e16777
1761.	w9_d591e16780
</p>
<p id="p46_d591e16783">
NB.	w1_d591e16787
Bey	w3_d591e16790
diesem	w5_d591e16793
eintrettenden	w7_d591e16796
4ten	w9_d591e16799
Jahr	w11_d591e16802
res=quartal	w1_d591e16807
werden	w3_d591e16810
abermalen	w5_d591e16813
die	w7_d591e16816
Lieb	w9_d591e16819
haber	w1_d591e16824
dieses	w3_d591e16827
Wienerischen	w5_d591e16830
Diarii,	w7_d591e16833
wie	w9_d591e16836
auch	w11_d591e16839
des	w1_d591e16845
Post=täglichen	w3_d591e16848
Frag	w5_d591e16851
und	w7_d591e16854
Kund	w9_d591e16857
schafts=bogens,	w1_d591e16862
nach	w3_d591e16865
Standes=würden,	w5_d591e16868
um	w1_d591e16873
deren	w3_d591e16876
gewöhnliche	w5_d591e16879
vorhineinBezah	w7_d591e16882
lung	w1_d591e16887
ersuchet.	w3_d591e16890
Und	w5_d591e16893
wann	w7_d591e16896
jemand	w9_d591e16899
das	w11_d591e16902
Diarium	w1_d591e16908
Bestallungs=weise	w3_d591e16911
nehmen	w5_d591e16914
will,	w7_d591e16917
so	w1_d591e16922
haben	w3_d591e16925
sich	w5_d591e16928
die	w7_d591e16931
hier	w9_d591e16934
