"ID_A","A","AA","AAA","AAA_kompakt","AAAS","Stichwort_A","WDH","Löschen"
3007814,3,6,5,365,ö,,1,false
3007815,3,6,8,368,X,,1,false
3007816,2,6,0,260,,Österr. Trp. nach Mähren,1,false
3007817,2,0,1,201,,,1,false
3007818,2,0,0,200,,Kriegsgefangenenaustausch: österr.-pr.,1,false
3007819,2,1,0,210,,,1,false
3007820,3,3,0,330,,Warnung vor Kreditor mit Schulden,1,false
3007821,7,1,0,710,,Verst.,1,false
3007822,7,1,0,710,,Verst.,1,false
3007823,7,1,0,710,,Verst.,1,false
3007824,5,3,0,530,,,1,false
3007825,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3007826,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Böhmen (Saatz), 15.-18.06.58",1,false
3007827,2,7,0,270,,"Adorf, 15. und Mauersberg, 17.06.58",1,false
3007828,2,6,0,260,,In Sachsen und Franken,1,false
3007829,2,0,9,209,,Pr. Exzesse und Plünderungen,1,false
3007830,2,6,0,260,,In Franken und Sachsen,1,false
3007831,2,2,0,220,,,1,false
3007832,2,8,0,280,,Pr. und österr. Verluste bei Adorf,1,false
3007833,0,0,0,0,,X Lob für Tapferkeit (gelöscht),1,true
3007834,0,0,0,0,,X Pr. in Sachsen (gelöscht),1,true
3007835,0,0,0,0,,X Reichsarmee in Sachsen (gelöscht),1,true
3007836,2,5,0,250,,,1,false
3007837,0,0,0,0,,X Pr. verlassen Bamberg (gelöscht),1,true
3007838,2,0,0,200,,Kontributionen an die pr. Armee von Bamberg; Plünderungen (Geiselnahme),1,false
3007839,2,0,1,201,,,1,false
3007840,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Mähren (Ewanowitz), 18.-21.06.58",1,false
3007841,2,7,0,270,,"Hollitz und Wisternitz, 17.06.58",1,false
3007842,0,0,0,0,,(gelöscht),1,true
3007843,2,8,0,280,,,1,false
3007844,2,6,0,260,,In Mähren,1,false
3007845,2,6,0,260,,In Mähren,1,false
3007846,0,0,0,0,,Lob für Löwensteinisches Rgt. wegen Tapferkeit (gelöscht),1,true
3007847,2,0,5,205,,Österr. Rekognoszieren in Mähren,1,false
3007848,0,0,0,0,,X Pr. in Mähren (gelöscht),1,true
3007849,3,3,1,331,M,"""Not und Teuerung"" in Mähren",1,false
3007850,0,0,0,0,,X Österr. Information durch pr. Deserteure (gelöscht),1,true
3007851,0,9,0,90,,Berichtigung: Scharmützel als Schlacht gemeldet,1,false
3007852,2,6,0,260,,In Westfalen,1,false
3007853,2,6,0,260,,In Westfalen,1,false
3007854,2,3,0,230,,Frz. in Westfalen,1,false
3007855,2,3,0,230,,Hann. in Westfalen,1,false
3007856,2,0,0,200,,Kontribution an die all. Armee von Münster (Geiselnahme),1,false
3007857,3,3,0,330,,Kopfsteuer,1,false
3007858,2,1,0,210,,,1,false
3007859,3,6,0,360,,Hg. kampiert mit Mannschaft,1,false
3007860,2,4,0,240,,Marschbereitschaft,1,false
3007861,3,2,0,320,,,1,false
3007862,3,3,0,330,M,,1,false
3007863,3,6,0,360,,,1,false
3007864,3,6,0,360,,,1,false
3007865,3,6,0,360,,,1,false
3007866,1,1,0,110,,,1,false
3007867,0,0,0,0,,Kuriere (gelöscht),1,true
3007868,2,0,1,201,,,1,false
3007869,2,0,5,205,,,1,false
3007870,2,6,0,260,,In Bayern,1,false
3007871,3,1,0,310,,,1,false
3007872,2,0,5,205,,,1,false
3007873,3,4,9,349,,"Finanzier wegen ""Malversation"" gefangengenommen",1,false
3007874,2,7,0,270,P,Frankreich: engl. Landung in der Bretagne (St. Malo),1,false
3007875,2,6,0,260,,,1,false
3007876,2,0,9,209,,Engl. Plünderung bei St.Malo,1,false
3007877,3,9,0,390,P,Brand auf Kriegsschiff,1,false
3007878,2,6,0,260,P,,1,false
3007879,2,1,0,210,,,1,false
3007880,2,6,0,260,,In Nordamerika,1,false
3007881,2,5,0,250,,Engl. Kriegspläne in Nordamerika,1,false
3007882,2,1,0,210,,Truppenvermehrung geplant,1,false
3007883,3,2,0,320,,,1,false
3007884,2,6,0,260,,Russ. Trp. durch Polen,1,false
3007885,2,3,0,230,,Russ. in Polen und Ostpr.,1,false
3007886,2,1,0,210,,Truppenmusterung,1,false
3007887,2,6,0,260,,In Pommern,1,false
3007888,2,7,0,270,,Swina,1,false
3007889,2,8,0,280,,Swd. und pr. Verluste bei Swina,1,false
3007890,2,6,0,260,,Im Hessischen,1,false
3007891,2,7,0,270,,"Marburg, Belagerung durch all. Trp., 1759",1,false
3007892,2,3,0,230,,Im Hessischen,1,false
3007893,2,6,0,260,,Im Hessischen,1,false
3007894,3,9,0,390,M,Explosion des Pulvermagazins in Dünkirchen,1,false
3007895,2,6,0,260,,,1,false
3007896,2,6,0,260,,Frz. Trp. durch Österr. Niederlande auf den Niederrhein,1,false
3007897,2,0,1,201,,,1,false
3007898,2,0,9,209,,Generalpardon für österr. Deserteure,1,false
3007899,2,7,0,270,,"Münster, Belagerung durch all. Trp. (Aufhebung)",1,false
3007900,2,0,0,200,,Kriegsgefangenenaustausch: österr.-pr.,1,false
3007901,2,7,0,270,,"Dresden, Einnahme durch österr. Trp.",1,false
3007902,1,1,5,115,,Wiederherstellung der Kommunikation Dresden-Prag,1,false
3007903,2,1,0,210,,Pr. Deserteure treten in österr. Dienste,1,false
3007904,2,6,0,260,,Im Hessischen,1,false
3007905,2,6,0,260,,Im Hessischen,1,false
3007906,2,7,0,270,,Langenstein,1,false
3007907,2,0,4,204,,,1,false
3007908,2,6,0,260,,Russ. Rückzug aus Frankfurt/Oder,1,false
3007909,2,0,1,201,…,Geldzahlung von Frankfurt/Oder an die russ. Armee,1,false
3007910,2,6,0,260,,in Brandenburg und Lausitz,1,false
3007911,2,7,0,270,,Münster,1,false
3007912,0,1,0,10,,Hohes Alter: 121 Jahre,1,false
3007913,2,1,0,210,,Ausrüstung d. frz. Regimenter,1,false
3007914,2,6,0,260,P,,1,false
3007915,3,8,0,380,,Übernahme der span. Regierung durch die Kgn. Mutter,1,false
3007916,3,6,0,360,,Hoftrauer um Kg. Ferdinand VI.,1,false
3007917,3,0,6,306,,Erfindung eines Längenmeßgeräts auf See,1,false
3007918,2,6,0,260,P,,1,false
3007919,3,0,8,308,X,Feierlichkeiten zum 600-jährigen Bestehen des Stiftes Geras,1,false
3007920,3,6,8,368,M,Kriegsgebet,1,false
3007921,3,0,6,306,,Öffentl. Disputation,1,false
3007922,6,0,8,608,,Neue und verstorbene Sternkreuzordensdamen,1,false
3007923,2,3,0,230,,,1,false
3007924,1,3,0,130,,Engl. Kondolenz- und Glückwunschschreiben an den Kg. beider Sizilien,1,false
3007925,3,6,0,360,,Hoftrauer um den span. Kg.,1,false
3007926,2,1,0,210,,Formierung eines neuen Corps und Truppenwerbung,1,false
3007927,2,2,0,220,,,1,false
3007928,2,0,1,201,,,1,false
3007929,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Lausitz (Kemlitz), 06.-10.09.59",1,false
3007930,6,0,0,600,M,"FJ des österr. Korps von Gl. Harsch in Schlesien, 06.-12.09.59",1,false
3007931,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Sachsen (Nettnitz), 10.-15.09.59",1,false
3007932,2,7,0,270,,"Kamp, Abtei, 11.06.58",1,false
3007933,2,3,0,230,,Frz. in Westfalen,1,false
3007934,2,3,0,230,,Hann. in Westfalen,1,false
3007935,2,4,0,240,,Marschbereitschaft,1,false
3007936,2,0,6,206,,Neuer Gewehrtyp,1,false
3007937,2,5,0,250,,Frz. Truppentransport auf Donau geplant,1,false
3007938,3,4,9,349,,Hinrichtung des Gouverneurs von Aleppo,1,false
3007939,3,6,0,360,«,Todesfall,1,false
3007940,2,6,0,260,,In Sachsen,1,false
3007941,2,3,0,230,,Pr. in Sachsen,1,false
3007942,3,6,8,368,X,Fest des Hl. Johannes,1,false
3007943,3,6,0,360,,Hofjagd,1,false
3007944,1,2,0,120,,Abschied des türk. Gesandters,1,false
3007945,3,6,0,360,,Verabschiedung des türk. Internuntius,1,false
3007946,2,6,0,260,,Österr. Trp. nach Mähren,1,false
3007947,7,9,8,798,X,,1,false
3007948,5,0,0,500,,Bekanntmachung eines betrügerischen Kteditors,1,false
3007949,7,1,0,710,,Verst.,1,false
3007950,7,1,0,710,,Verst.,1,false
3007951,7,1,0,710,,Verst.,1,false
3007952,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3007953,6,0,0,600,M,"Bericht aus dem frz. Lager bei Rheinberg, 06.06.58",1,false
3007954,2,6,0,260,,In Westfalen,1,false
3007955,2,6,0,260,,In Westfalen,1,false
3007956,2,3,0,230,,Hann. in Westfalen,1,false
3007957,2,3,0,230,,Frz. in Westfalen,1,false
3007958,2,0,4,204,,Hann. Brückenbau,1,false
3007959,1,1,0,110,,Frz. Beachtung der holl. Neutralität,1,false
3007960,2,7,0,270,,"Brabant, hann. Streifzüge",1,false
3007961,2,7,0,270,,"Millingen, 02.06.58",1,false
3007962,2,0,5,205,,Frz. beobachten Hannoveraner,1,false
3007963,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3007964,7,1,0,710,,,1,false
3007965,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3007966,5,3,0,530,,Kreditorenansprüche,1,false
3007967,7,1,0,710,,,1,false
3007968,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3007969,7,1,0,710,,Verst.,1,false
3007970,7,1,0,710,,Verst.,1,false
3007971,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Mähren (Ewanowitz), 21.-24.06.58",1,false
3007972,2,0,5,205,,Österr. Rekognoszieren,1,false
3007973,2,6,0,260,,In Mähren,1,false
3007974,0,0,0,0,,X Österr. Unterstützung für Olmütz (gelöscht),1,true
3007975,2,0,1,201,,,1,false
3007976,2,6,0,260,,In Mähren,1,false
3007977,0,0,0,0,,X Pr. in Mähren (gelöscht),1,true
3007978,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Böhmen (Saatz), 19.-22.06.58",1,false
3007979,2,7,0,270,,"Asch und Roßbach, 17.06.58",1,false
3007980,2,8,0,280,,Österr. Verluste bei Asch und Roßbach,1,false
3007981,0,0,0,0,,Lob für Standhaftigkeit  (gelöscht),1,true
3007982,2,6,0,260,,Reichstrp. in Böhmen,1,false
3007983,2,6,0,260,,In Sachsen,1,false
3007984,2,0,5,205,,Reichsarmee Information durch pr. Deserteure,1,false
3007985,2,0,4,204,,Pr. Befestigung von Dresden,1,false
3007986,0,0,0,0,,Pr. Einlaßverbot für Böhmen nach Dresden  (gelöscht),1,true
3007987,2,0,1,201,,,1,false
3007988,2,6,0,260,,In Franken,1,false
3007989,2,6,0,260,,Russ. Trp. durch Polen,1,false
3007990,2,3,0,230,,Russ. in Polen,1,false
3007991,2,6,0,260,,In Pommern,1,false
3007992,2,0,5,205,,Pr. beob. Russ.,1,false
3007993,2,7,0,270,,"Behrend, 05.06.58",1,false
3007994,2,0,0,200,,Russ. Behandlung poln. Bevölkerung,1,false
3007995,2,0,1,201,,,1,false
3007996,2,6,0,260,,In Westfalen,1,false
3007997,2,6,0,260,,In Westfalen,1,false
3007998,2,7,0,270,,"Krefeld, viele kleine Gefechte",1,false
3007999,2,3,0,230,,Frz. in Westfalen,1,false
3008000,2,8,0,280,,Kriegsgefangene: Frz. machen hann. Gefangene,1,false
3008001,0,0,0,0,,Frz. Sattler verwundet (gelöscht),1,true
3008002,2,3,0,230,,Hann. in Westfalen,1,false
3008003,6,0,0,600,M,"Bericht aus dem frz. Lager Osterath, 18.06.58",1,false
3008004,2,6,0,260,,In Westfalen,1,false
3008005,2,4,0,240,P,Segelfertig,1,false
3008006,2,1,0,210,,,1,false
3008007,1,2,0,120,,,1,false
3008008,2,1,0,210,,,1,false
3008009,2,0,6,206,,Gewehrlaufverkürzung,1,false
3008010,2,0,1,201,,Uniformbeschreibung der hann. Trp.,1,false
3008011,2,7,0,270,,"Düsseldorf, 11.06.58",1,false
3008012,2,1,0,210,,,1,false
3008013,2,4,0,240,,Marschbereitschaft,1,false
3008014,2,0,7,207,,Reichstruppenlazarettverlegung,1,false
3008015,3,3,0,330,,Sorge für notleidende Untertanen,1,false
3008016,1,1,0,110,,Gerücht über Pr. Minister am württ. Hof,1,false
3008017,6,4,0,640,,Widerruf eines Gerüchts über pr. Min. bei württ. Hof in Stuttgarter Ztg.,1,false
3008018,2,7,0,270,P,Frankreich: engl. Landung in der Bretagne (St. Malo),1,false
3008019,0,0,0,0,,Engl. Brandschatzung (gelöscht),1,true
3008020,2,7,0,270,,"Frankreich: St. Malo, 11.06.58",1,false
3008021,2,0,4,204,,,1,false
3008022,0,0,0,0,,Verteidigung von St. Malo gegen Engl. (gelöscht),1,true
3008023,0,0,0,0,,Engl. in Frankreich (gelöscht),1,true
3008024,2,1,0,210,,,1,false
3008025,3,3,1,331,,Beschwerde der Kaufleute wegen Wegnahme der Schiffe durch Engl.,1,false
3008026,1,1,5,115,M,,1,false
3008027,1,1,5,115,M,Kaperei: Kaufleute drohen private Ausrüstung der Kriegsschiffe an,1,false
3008028,3,2,0,320,,,1,false
3008029,1,1,5,115,M,Konvoi,1,false
3008030,2,8,0,280,P,Frz. Flottenstärke,1,false
3008031,2,6,0,260,P,Frz. Truppentransport nach Nordamerika,1,false
3008032,2,1,0,210,,"""Volontairs Etrangers"" in die frz. Armee",1,false
3008033,2,0,1,201,,,1,false
3008034,2,6,0,260,P,Engl. Flotte an den frz. Küsten in Nordamerika (Louisburg),1,false
3008035,3,7,0,370,,,1,false
3008036,2,6,0,260,P,Engl. Flotte an den frz. Küsten in Nordamerika,1,false
3008037,0,0,0,0,,Engl. Landung in Frankreich (gelöscht),1,true
3008038,2,7,0,270,P,"Frankreich: engl. Landung, Gefecht, 05.06.58",1,false
3008039,2,0,9,209,,Engl. brennen Cancale (Bretagne) nieder,1,false
3008040,2,6,0,260,,,1,false
3008041,2,7,0,270,,"Nordamerika: Ft. Louis, Senegal, 02.03.58",1,false
3008042,3,1,8,318,,Papstwahl: Konklave,1,false
3008043,2,6,0,260,,Österr. Trp. nach Mähren,1,false
3008044,3,6,8,368,,,1,false
3008045,1,2,0,120,,Abschiedsaudienz für türk. Internuntius,1,false
3008046,2,1,0,210,,,1,false
3008047,2,0,1,201,,,1,false
3008048,3,6,0,360,«,Todesfall,1,false
3008049,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
3008050,0,9,0,90,,,1,false
3008051,3,3,1,331,,Leipziger Messe,1,false
3008052,7,1,0,710,,,1,false
3008053,7,1,0,710,,,1,false
3008054,1,1,0,110,,,1,false
3008055,6,2,0,620,,Memorial des swd. Königs an engl. König wegen engl. Botschafter,1,false
3008056,1,2,0,120,,,1,false
3008057,7,1,0,710,,Verst.,1,false
3008058,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
3008059,5,3,0,530,,Kreditorenansprüche,1,false
3008060,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Mähren (Dobromielitz), 24.-28.06.58",1,false
3008061,0,0,0,0,,X Österr. in Mähren  (gelöscht),1,true
3008062,2,6,0,260,,In Mähren,1,false
3008063,2,0,5,205,,Österr. Rekognoszieren in Mähren,1,false
3008064,2,0,1,201,,Pr. Fouragierung,1,false
3008065,2,6,0,260,,In Mähren,1,false
3008066,2,7,0,270,,Kriegsgefangene: Österr. machen pr. Kriegsgefangene in Mähren,1,false
3008067,0,0,0,0,,X Pr. in Mähren  (gelöscht),1,true
3008068,2,7,0,270,,"Olmütz, Belagerung durch pr. Trp.",1,false
3008069,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Böhmen (Saatz), 23.-26.06.58",1,false
3008070,2,6,0,260,,In Sachsen und Böhmen,1,false
3008071,2,6,0,260,,In Böhmen und Sachsen,1,false
3008072,2,0,9,209,,Pr. Exzesse und Plünderungen,1,false
3008073,0,0,0,0,,Reichsarmee Information durch pr. Deserteure  (gelöscht),1,true
3008074,2,0,4,204,,Pr. Lager bei Zschopau,1,false
3008075,2,0,7,207,,Pr. Krankentransport,1,false
3008076,2,0,5,205,,Pr. Postwagen von Reichstr. bei Dresden angehalten,1,false
3008077,2,8,0,280,,Kriegsgefangene: Pr. Gefangene in Böhmen,1,false
3008078,0,0,0,0,,X Marschbereitschaft  (gelöscht),1,true
3008079,2,5,0,250,P,Engl. Operationspläne gegen frz. Küsten - Verlegung,1,false
3008080,3,1,0,310,,,1,false
3008081,2,6,0,260,P,,1,false
3008082,1,1,5,115,,"Briefe, Depeschen, Kuriere",1,false
3008083,2,6,0,260,,,1,false
3008084,3,2,0,320,,,1,false
3008085,1,5,0,150,,Vertragserneuerung zwischen Engl. und Pr.,1,false
3008086,3,3,0,330,M,Engl. Subsidien,1,false
3008087,3,3,0,330,,Engl. Staatslotterie,1,false
3008088,3,3,1,331,,Biersteuer,1,false
3008089,3,3,0,330,M,Engl. Subsidien an Pr.,1,false
3008090,3,6,0,360,,Engl. Hof boykottiert frz. Wein,1,false
3008091,1,1,1,111,,Engl. Boykott des frz. Weins,1,false
3008092,2,0,1,201,,Bier für engl. Trp. in Deutschland,1,false
3008093,3,9,0,390,,Orkan,1,false
3008094,3,9,5,395,,,1,false
3008095,3,9,5,395,P,Engl. Fregatte gesunken,1,false
3008096,3,6,0,360,,,1,false
3008097,2,6,0,260,,,1,false
3008098,6,0,0,600,M,"FJ  der frz. Armee. aus dem belagerten Göttingen, 30.11.-19.12.60",1,false
3008099,2,7,0,270,,"Grunde, frz. Ausfall",1,false
3008100,2,8,0,280,,,1,false
3008101,2,0,4,204,,,1,false
3008102,2,0,5,205,,Hann. Rekognoszieren,1,false
3008103,2,6,0,260,,An der Niederelbe,1,false
3008104,2,0,4,204,,Frz. in Grunde,1,false
3008105,2,0,1,201,,Frz. Versorgung Göttingens,1,false
3008106,0,0,0,0,,Frz. Winterquart. (gelöscht),1,true
3008107,2,3,0,230,,Frz. in Sachsen,1,false
3008108,0,1,0,10,,Hohes Alter: 113jähriger Ire zum 7. Mal verheiratet,1,false
3008109,2,9,0,290,P,Demobilisierung der engl. Armee,1,false
3008110,2,5,0,250,P,Engl. Kriegspläne,1,false
3008111,3,6,0,360,,,1,false
3008112,3,1,0,310,,,1,false
3008113,2,6,0,260,,In Sachsen,1,false
3008114,2,6,0,260,,In Sachsen,1,false
3008115,2,0,0,200,,Kriegsgefangene: Pr. Kriegsgefangene und Deserteure,1,false
3008116,2,6,0,260,,Württ. Trp. von Lauringen nach Stuttgart,1,false
3008117,3,9,0,390,,Überschwemmung,1,false
3008118,3,9,3,393,,Hornviehseuche,1,false
3008119,2,9,0,290,,Winterquart. der Reichsarmee in Thüringen und Franken,1,false
3008120,2,3,0,230,,Reichsarmee in Sachsen und Franken,1,false
3008121,3,6,6,366,,Theaterbesuch,1,false
3008122,3,0,6,306,,Oper Armida aufgeführt,1,false
3008123,3,6,0,360,«,Hochzeit,1,false
3008124,3,6,8,368,X,Toisonvesper,1,false
3008125,6,0,0,600,M,"FJ  der frz. Armee. in Hannoverischen, 19.-23.12.60",1,false
3008126,2,6,0,260,,An der Niederelbe,1,false
3008127,2,6,0,260,,An der Niederelbe und in Hessen,1,false
3008128,2,7,0,270,,Kriegsgefangene: Frz. machen hann. Kriegsgefangene,1,false
3008129,3,1,0,310,,,1,false
3008130,2,6,0,260,P,,1,false
3008131,2,9,0,290,P,Demobilisierung der engl. Armee,1,false
3008132,2,0,5,205,,,1,false
3008133,2,0,4,204,,Russ. Brückenbau,1,false
3008134,3,2,0,320,,,1,false
3008135,3,3,1,331,,Wechselkursuntersuchung,1,false
3008136,3,9,0,390,,Feuersbrunst,1,false
3008137,3,9,0,390,,Orkan,1,false
3008138,1,1,5,115,,Paketboot,1,false
3008139,2,6,0,260,,An der Niederelbe,1,false
3008140,2,7,0,270,,"Göttingen, frz. Ausfall, 11.12.61",1,false
3008141,2,6,0,260,,An der Niederelbe,1,false
3008142,2,8,0,280,,Kriegsgefangene: Frz. machen all. Gefangene,1,false
3008143,2,9,0,290,,Winterquart. der Reichsarmee,1,false
3008144,2,3,0,230,,Reichsarmee in Franken,1,false
3008145,2,9,0,290,,,1,false
3008146,3,0,6,306,,Mechanischer Arm erfunden,1,false
3008147,3,0,7,307,,Invalidenhospital / Kunstarm,1,false
3008148,3,6,0,360,,,1,false
3008149,2,6,0,260,,In Sachsen,1,false
3008150,2,6,0,260,,In Sachsen,1,false
3008151,2,6,0,260,,In Sachsen und Mecklenburg,1,false
3008152,2,6,0,260,,An der Niederelbe,1,false
3008153,2,0,1,201,,Pr. Feldbäckerei,1,false
3008154,2,9,0,290,,Pr. Winterquart. in Sachsen,1,false
3008155,2,1,0,210,,Rekonvaleszenten,1,false
3008156,2,4,0,240,,Marschbereitschaft,1,false
3008157,2,3,0,230,,Österr. in Sachsen,1,false
3008158,2,0,4,204,,,1,false
3008159,2,0,9,209,,Pr. Exzesse und Plünderungen,1,false
3008160,2,1,0,210,,Pr. Rekrutenpressen in Sachsen,1,false
3008161,3,6,0,360,,Ball,1,false
3008162,3,6,5,365,ø,,1,false
3008163,5,2,0,520,,"Demographische: Geborene und Verstorbene, Todesunfälle in Wien 1760 (mit vielen Tabellen)",1,false
3008164,1,2,0,120,,,1,false
3008165,1,1,0,110,,,1,false
3008166,3,1,0,310,,,1,false
3008167,3,6,0,360,,,1,false
3008168,1,1,5,115,,Felleisen,1,false
3008169,0,0,0,0,,Kurier (gelöscht),1,true
3008170,6,0,0,600,M,"FJ  der frz. Armee. aus dem belagerten Göttingen, 18.11.-19.12.60",1,false
3008171,2,0,4,204,,Frz. in Göttingen,1,false
3008172,2,0,1,201,,,1,false
3008173,2,7,0,270,,"Göttingen, Belagerung durch hann. Trp.",1,false
3008174,2,8,0,280,,,1,false
3008175,2,6,0,260,,An der Niederelbe,1,false
3008176,2,6,0,260,,An der Niederelbe,1,false
3008177,3,1,0,310,,,1,false
3008178,3,6,0,360,«,Hochzeit,1,false
3008179,1,1,0,110,,,1,false
3008180,2,7,0,270,,"Kamp, Abtei, Schlacht, 16.10.60",1,false
3008181,3,7,0,370,M,Belohnung für Offiziere,1,false
3008182,3,6,0,360,,,1,false
3008183,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
3008184,2,6,0,260,,Russ. Trp. durch Polen und Pommern,1,false
3008185,0,0,0,0,,Russ. Kantonierung (gelöscht),1,true
3008186,3,6,0,360,M,Fest zum Gedächtnis an Kaiser Thronbesteigung,1,false
3008187,2,6,0,260,,In Pommern und Mecklenburg,1,false
3008188,2,7,0,270,,"Bublitz und Schlawe, 03.12.60 (Gieraths)",1,false
3008189,2,8,0,280,,Kriegsgefangene: Russ. machen pr. Gefangene und Beute,1,false
3008190,2,2,0,220,,,1,false
3008191,2,0,1,201,,Pr. Feldbäckerei,1,false
3008192,2,0,0,200,,Pr. Forderungen an Mecklenburg,1,false
3008193,3,3,0,330,,Kämmereigüter wegen Pr. Forderungen verpfändet,1,false
3008194,3,2,0,320,,,1,false
3008195,3,3,0,330,M,Subsiedien für Pr.,1,false
3008196,3,3,1,331,,Biersteuer,1,false
3008197,3,3,0,330,M,Engl. Subsidien an Pr.,1,false
3008198,0,0,0,0,,(gelöscht),1,false
3008199,1,1,1,111,,,1,false
3008200,3,0,4,304,,,1,false
3008201,3,6,6,366,,Theaterbesuch,1,false
3008202,0,0,0,0,,Theater Drury Lane (gelösch),1,true
3008203,1,2,0,120,,,1,false
3008204,1,2,0,120,,,1,false
3008205,1,2,0,120,,,1,false
3008206,2,2,0,220,,,1,false
3008207,3,6,0,360,,,1,false
3008208,3,4,0,340,,Appellationsgericht gibt span. und holl. Prisen frei,1,false
3008209,1,1,5,115,M,Kaperei,1,false
3008210,0,0,0,0,,(gelösch),1,true
3008211,3,4,9,349,,Verschwörung,1,false
3008212,3,3,1,331,,Beschwerde der engl. Kaufleute wegen frz. Korsaren,1,false
3008213,1,1,5,115,M,Kaperei,1,false
3008214,0,0,0,0,,(gelösch),1,true
3008215,3,0,0,300,,Geborene und Verstorbene in London 1760,1,false
3008216,2,6,0,260,,Im Hessischen,1,false
3008217,0,0,0,0,,Frz. Quart. (gelösch),1,true
3008218,2,7,0,270,,"Frankenberg, 17.12.61",1,false
3008219,4,0,0,400,M,"Frz. Verbot für Hessen, Hann. Armee zu unterstützen",1,false
3008220,2,0,9,209,,Hann. Deserteure,1,false
3008221,2,0,1,201,,Schlechte Versorgung der all. Armee,1,false
3008222,2,7,0,270,,"Duderstadt und Worbis, 02.12.60",1,false
3008223,2,7,0,270,,Kriegsgefangene: Frz. machen pr. Kriegsgefangene,1,false
3008224,2,6,0,260,,In Sachsen,1,false
3008225,2,1,0,210,,,1,false
3008226,2,0,1,201,,Pferdelieferung für die pr. Armee,1,false
3008227,0,0,0,0,,Hann. Winterquart. (gelöscht),1,true
3008228,2,3,0,230,,Hann. in Westfalen,1,false
3008229,3,9,0,390,,Sturm/ Brand,1,false
3008230,6,3,0,630,,Beschreibung: Unwetter und Brand in Bad Hersfeld,1,false
3008231,2,0,0,200,,Frz. helfen bei Brandbekämpfung in Hersfeld,1,false
3008232,2,6,0,260,,Im Hessischen,1,false
3008233,2,0,1,201,,,1,false
3008234,2,6,0,260,,Im Hessischen,1,false
3008235,3,9,0,390,,Überschwemmung,1,false
3008236,2,0,1,201,,,1,false
3008237,2,0,7,207,,Seuche bei engl. Kavallerie,1,false
3008238,2,7,0,270,,"Wittenberg, Belagerung durch österr. Trp.",1,false
3008239,2,8,0,280,,Zerstörte Häuser Wittenbergs,1,false
3008240,2,7,0,270,,"Schlawe, Scharmützel, 03.12.60 (Gieraths)",1,false
3008241,2,6,0,260,,In Pommern und Sachsen,1,false
3008242,2,8,0,280,,Kriegsgefangene: Russ. machen pr. Gefangene und Beute,1,false
3008243,0,0,0,0,,Pr. Ouart. (gelöscht),1,true
3008244,2,4,0,240,,Marschbereitschaft,1,false
3008245,2,0,9,209,,Pr. Exzesse und Plünderungen,1,false
3008246,2,1,0,210,,Pr. Rekrutenpressen in Thüringen,1,false
3008247,3,6,8,368,X,,1,false
3008248,3,6,5,365,ø,,1,false
3008249,3,6,7,367,,Gesundheitszustand des Erzhgs. Karl,1,false
3008250,0,0,0,0,«,Tod des engl. Kgs. und Thronbesteigung (gelöscht),1,true
3008251,3,6,0,360,,Trauer um engl. Kg. in Lissabon,1,false
3008252,3,6,0,360,P,Engl. Salutschießen wegen Tod des engl. Kgs.,1,false
3008253,1,1,0,110,,Privataudienz für Span. Bot.,1,false
3008254,1,1,5,115,M,Kaperei,1,false
3008255,2,9,0,290,,Winterquart. der Reichsarmee in Franken,1,false
3008256,2,7,0,270,,"Göttingen, Eroberung durch Frz.",1,false
3008257,3,9,0,390,,Sturm,1,false
3008258,3,0,4,304,,Sturmschäden in Cuxhaven,1,false
3008259,2,0,1,201,,,1,false
3008260,2,6,0,260,,An der Niederelbe,1,false
3008261,2,6,0,260,,An der Niederelbe,1,false
3008262,2,8,0,280,,Kriegsgefangene: Frz. machen all. Gefangene und Beute,1,false
3008263,2,0,6,206,,Deutsches Exerzitium eingeführt,1,false
3008264,2,2,0,220,,,1,false
3008265,3,6,0,360,,Glückwünsche zur Thronbesteigung,1,false
3008266,2,5,0,250,,Ängl. Kriegspläne,1,false
3008267,2,0,1,201,,Versorgung der engl. Armee mit Pferden,1,false
3008268,2,1,0,210,,,1,false
3008269,3,9,0,390,,Sturm,1,false
3008270,3,9,5,395,,,1,false
3008271,1,1,5,115,M,Kaperei,1,false
3008272,1,1,5,115,,"Briefe, Depeschen, Kuriere",1,false
