"Lfd_Nr_X","ID_X","X","XY","XYY","XYYY","XYYYS","Stichwort_X","Löschen"
60334,4002591,N,1,2,0,,"Habsburg, Maria Anna",false
60335,4002591,N,1,2,0,,"Habsburg, Leopold",false
60336,4002591,N,1,2,0,,"Habsburg, Maria Christina",false
60337,4002591,N,1,2,0,,"Habsburg, Amalia",false
60338,4002591,N,1,2,0,,"Habsburg, Josefa",false
60339,4002592,N,5,3,0,,"Ottlich, von. kk Rittmeister",false
60340,4002593,N,1,1,0,,"Habsburg, Franz",false
60341,4002594,N,1,1,0,,"Habsburg, Fraz",false
60342,4002595,G,1,5,2,Mz,"Aschaffenburg, St.",false
60343,4002595,G,1,5,5,Wer,"Wertheim, St.",false
60344,4002595,G,1,5,3,HD,"Bingen, St.",false
60345,4002595,G,1,5,2,Mz,"Mainz, St.",false
60346,4002595,G,1,7,9,,"Rhein, Fl.",false
60347,4002595,G,1,7,9,,"Main (Mayn), Fl.",false
60348,4002595,G,1,5,3,HD,"Oberlahnstein,Ort",false
60349,4002595,G,1,5,3,HD,"Niederlahnstein, Ort.",false
60350,4002596,N,1,1,0,,"Russland, Peter III",false
60351,4002599,G,1,5,9,,"Magdeburg, St.",false
60352,4002599,N,1,1,0,,"Preussen, Elisabeth von",false
60353,4002600,G,1,5,7,Cob,"Saalfeld, St.",false
60354,4002600,G,1,5,7,Res,"Greiz (Graitz, Graiz), St.",false
60355,4002600,G,1,5,7,Sa,"Naumburg (Naumberg, Raumburg), St.",false
60356,4002600,G,1,5,7,SW,"Eisenach (Aisenach), St.",false
60357,4002600,G,1,7,9,,"Werra, Fl.",false
60358,4002600,N,5,1,0,,"Lutzinsky, Gabriel, Freiherr von, kk Gl",false
60359,4002602,N,5,1,0,,"Ramlin, pr. Gl",false
60360,4002602,N,1,2,0,,"Preussen, Heinrich, Pz. von",false
60361,4002602,G,1,5,9,P,"Stargard, St. = Stargard Szczecinski",false
60362,4002602,G,1,5,9,,"Berlin, St.",false
60363,4002608,N,1,1,0,,"Preussen, Heinrich, Pz. von",false
60364,4002608,G,1,5,9,,"Guben, St. = Gubin",false
60365,4002609,G,1,5,9,Sl,"Jägerndorf, Ort = Strzelniki,",false
60366,4002609,G,1,5,9,Sl,"Steinau, St. = Scinawa",false
60367,4002609,G,1,5,9,Sl,"Oppeln, St. = Opole",false
60368,4002609,G,1,5,9,Sl,"Cosel (Kosel), St. = Kozle",false
60369,4002609,N,5,1,0,,"Loudon (Laudon), Gideon Ernst, Freiherr von, österr. Gl",false
60370,4002613,G,1,5,8,Hb,"Hamburg, RSt.",false
60371,4002614,G,1,5,9,P,"Krien, Ort = Krzynia",false
60372,4002614,G,1,5,9,,"Berlin, St.",false
60373,4002614,G,1,5,9,P,"Treptow, St. =Trzebiatow",false
60374,4002615,G,1,5,2,Os,"Osnabrück, St.",false
60375,4002617,G,1,5,5,Ans,"Ansbach, St.",false
60376,4002619,N,1,1,0,,"Spanien, Karl III",false
60377,4002620,N,1,2,0,,"Lothringen, Karl, Pz. v. , kk. Gl",false
60378,4002621,G,1,5,7,Sa,"Leipzig, st.",false
60379,4002621,G,1,5,7,Sa,"Rochhitz (Recklitz), St.",false
60380,4002621,G,1,5,7,Sa,"Zwickau, St.",false
60381,4002621,G,1,5,7,Sa,"Meissen, St.",false
60382,4002621,G,1,5,7,Sa,"Torgau, St.",false
60383,4002621,G,1,5,7,Sa,"Neudorf, Ort",false
60384,4002621,N,5,1,0,,"Schenckendorff, Balthasar Rudolf, pr. Gl",false
60385,4002621,N,1,1,0,,"Preussen, Frierich II",false
60386,4002621,N,1,0,0,,"Beck, Phillip Lewin, Freiherr von, kk Gl.",false
60387,4002621,N,5,1,0,,"Daun, Leopold Josef Maria, Gf. von, kk Glfm",false
60388,4002622,G,1,5,5,Nü,"Nürnberg, Rst.",false
60389,4002623,N,1,1,0,,"Preussen, Friedrich II",false
60390,4002624,G,1,5,2,NW,"Neuwied (Neuwid), St.",false
60391,4002624,G,1,5,5,Wzb,"Würzburg, St.",false
60392,4002624,N,5,1,0,,"Solms, Graf von, Sächs. Gllt",false
60393,4002624,N,1,1,0,,"Braunschweig, Karl Wilhelm Ferdinand, Erbprinz",false
60394,4002625,G,1,5,2,Tr,"Oberwesel, St.",false
60395,4002625,G,1,5,2,Tr,"Bacharach, St.",false
60396,4002625,G,1,5,2,Tr,"Koblenz, St.",false
60397,4002625,G,1,5,2,Tr,"Pfaffendorf, Ort",false
60398,4002625,G,1,5,2,Tr,"Ehrenbreitenstein, St.",false
60399,4002626,G,1,5,3,Fu,"Fulda, Bm.",false
60400,4002626,G,1,5,3,Fu,"Bischofsheim, St.",false
60401,4002626,G,1,5,5,Wzb,"Würzburg, St.",false
60402,4002628,G,1,5,1,,"Schönbrunn, Schloß bei Wien",false
60403,4002628,W,4,1,0,,"Hofburg (Burg), Schloß",false
60404,4002630,G,1,5,7,Sa,"Zwickau, St.",false
60405,4002630,G,1,5,7,Sa,"Plauen, St.",false
60406,4002630,G,1,5,7,Sa,"Niedermüllen, Ort",false
60407,4002630,G,1,5,7,Sa,"Eckersbach, Ort",false
60408,4002630,G,1,7,9,,"Mulde (Mulda, Muldau), Fl.",false
60409,4002630,G,1,5,7,Sa,"Judenhain, St.",false
60410,4002630,G,1,5,7,Sa,"Thurm, Ort",false
60411,4002630,G,1,5,7,Sa,"Wernsdorf, Ort",false
60412,4002630,G,1,5,7,Sa,"Glauchau (Glaucha), St.",false
60413,4002630,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
60414,4002630,G,1,5,7,Sa,"Zschopau (Tschopau), St.",false
60415,4002630,N,5,1,0,,"Serbelloni, Johann Baptista , kk G.",false
60416,4002630,N,1,2,0,,"Stolberg, Christian Karl, Pz. v. , Gl",false
60417,4002630,N,5,1,0,,"Lutzinsky, Gabriel, Freiherr von, kk Gl",false
60418,4002630,N,5,1,0,,"Kleefeld, Wenzel, Freiherr von, kk Gl",false
60419,4002630,V,0,0,0,,Verzeichnis Gefangene,false
60420,4002632,G,1,7,9,,"Peene (Peena), Fl.",false
60421,4002632,G,1,7,9,,"Trebel, Fl.",false
60422,4002632,G,1,5,9,P,"Krien, Ort = Krzynia",false
60423,4002637,G,1,5,2,Kl,"Münster, Fmt.",false
60424,4002638,G,1,5,8,Bm,"Bremen, RSt.",false
60425,4002639,T,0,0,0,,,false
60426,4002639,G,1,5,7,Sa,"Naumburg (Naumberg, Raumburg), St.",false
60427,4002639,G,1,5,8,BwL,"Celle (Zelle), St.",false
60428,4002639,G,1,5,7,Sa,"Meissen, St.",false
60429,4002639,G,1,5,7,SW,"Eisenach (Aisenach), St.",false
60430,4002639,G,1,5,8,Mhs,"Mühlhausen, RSt.",false
60431,4002639,G,1,5,7,Sa,"Langensalza, Bad (Langensaltza), St.",false
60432,4002639,G,1,5,2,Mz,"Erfurt, St.",false
60433,4002639,G,1,5,7,Sa,"Weißenfels, St.",false
60434,4002639,G,1,5,7,Sa,"Freyburg, St.",false
60435,4002639,N,1,1,0,,"Preussen, Friedrich II, Kg.",false
60436,4002640,N,1,1,0,,"Württemberg, Karl Eugen, Hzg. von",false
60437,4002640,G,1,5,5,Wer,"Bischofsheim, St.",false
60438,4002641,G,1,7,9,,"Donau, Fl.",false
60439,4002641,G,1,5,1,,"Linz, St.",false
60440,4002642,G,1,5,2,Pr,"Emden (Embden), St.",false
60441,4002642,G,1,7,9,,"Themse, Fl. = Thames",true
60442,4002643,N,1,1,0,,"Grossbritannien, Georg III",false
60443,4002643,N,1,2,0,,"Grossbritannien, Edwart, Pz, Herzog von Glocester",false
60444,4002648,G,1,5,7,Sa,"Dresden, St.",false
60445,4002648,G,1,5,7,Sa,"Neustadt, St.",false
60446,4002648,G,1,5,7,Sa,"Gorbitz (Corbitz), Ort bei Dresden",false
60447,4002649,N,1,1,0,,"Habsburg, Franz",false
60448,4002649,N,1,3,0,,"Kinsky, Leopold, Reichsgraf von, Obristjägermeister in Böhmen",false
60449,4002650,G,1,5,7,Sa,"Pirna, St.",false
60450,4002650,G,1,5,7,Sa,"Neustadt, St.",false
60451,4002650,G,1,7,9,,"Elbe, Fl.",false
60452,4002650,N,5,1,0,,"Campitelli, österr. Gl",false
60453,4002650,N,5,1,0,,"Bellgioso, österr. GL",false
60454,4002650,N,5,1,0,,"Naundorf, österr. Gf",false
60455,4002650,N,1,3,0,,"Loudon, Gideon Ernst von, österr. GL, Freiherr von",false
60456,4002651,G,1,6,3,,"Königsberg, St.",false
60457,4002653,G,1,7,9,,"Donau, Fl.",false
60458,4002655,N,0,1,0,,"Kreutz, Baron von, schwedischer Gesandter",false
60459,4002655,N,4,1,0,,"Lauderbach, poln. Minister",false
60460,4002655,N,1,1,0,,"Grossbritannien, Georg III, Kg.",false
60461,4002655,N,1,1,0,,"Preussen, Friedrich II",false
60462,4002655,N,1,1,0,,"Braunschweig-Lüneburg, Ferdinand, Hzg. von, pr. Gl",false
60463,4002655,N,1,1,0,,"Schweden, Adolf Friedrich, Kg",false
60464,4002655,N,1,1,0,,"Polen, August III, Kg.",false
60465,4002656,N,5,1,0,,"Schenckendorff, Balthasar Rudolf, preuß. Gl",false
60466,4002656,G,1,5,7,Sa,"Zeitz, St.",false
60467,4002656,G,1,5,7,Sa,"Grimma (Grima), St.",false
60468,4002656,G,1,5,7,Sa,"Colditz (Coleditz, Kolditz), St.",false
60469,4002656,G,1,5,7,Sa,"Rochhitz (Recklitz), St.",false
60470,4002656,G,1,5,7,Sa,"Torgau, St.",false
60471,4002656,G,1,5,7,Sa,"Oschatz, St.",false
60472,4002656,G,1,5,7,Sa,"Leipzig, St.",false
60473,4002656,G,1,5,7,Sa,"Torgau, St.",false
60474,4002656,G,1,5,7,Sa,"Mosel, Ort",false
60475,4002656,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
60476,4002656,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
60477,4002656,G,1,5,7,Sa,"Zschopau (Tschopau), St.",false
60478,4002657,G,1,5,1,Bö,"Karlsbad, St. = Karlovy Vary",false
60479,4002657,G,1,5,7,Sa,"Dresden, St.",false
60480,4002657,G,1,5,5,Bb,"Bamberg, St.",false
60481,4002657,N,5,1,0,,"Hadick, Andreas, österr. GFMLT, Hussarenregiment",false
60482,4002657,N,5,1,0,,"Serbelloni, Johann Baptista, österr. GL",false
60483,4002658,G,1,5,9,,"Schwedt, St.",false
60484,4002658,G,1,7,9,,"Oder, Fl. = Odra",false
60485,4002658,G,1,5,9,,"Stole, St. an der Oder",false
60486,4002658,N,1,1,0,,"Brandenburg-Schwedt, Friedrich Wilhelm, gr. Kurfürst",false
60487,4002658,N,1,2,0,,"Württemberg, Friedrich Eugen, Pz. von, pr. Gl",false
60488,4002658,N,1,1,0,,"Russland, Elisabeth, Zarin",false
60489,4002659,G,1,5,8,SP,"Rügen, Insel",false
60490,4002659,G,1,5,8,SP,"Stralsund, St.",false
60491,4002660,N,1,1,0,,"Grossbritannien, Georg III, KG.",false
60492,4002661,V,0,0,0,,Schlachtordnung der preuß. Armee am 4.April 1760,false
60493,4002662,N,1,1,0,,"Hessen-Kassel, Friedrich II, Landgraf von",false
60494,4002663,G,1,5,7,Sa,"Pegau, St.",false
60495,4002663,G,1,5,7,Sa,"Zeitz, St.",false
60496,4002663,G,1,5,7,Res,"Gera, St.",false
60497,4002663,G,1,5,7,Sa,"Weißenfels, St.",false
60498,4002663,G,1,5,7,Sa,"Zwickau, St.",false
60499,4002663,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
60500,4002663,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
60501,4002663,N,5,1,0,,"Schenckendorff, Balthasar Rudolf, pr. GL",false
60502,4002663,N,5,3,0,,"Wallis, pr. Rittmeister",false
60503,4002664,G,1,5,2,Pb,"Paderborn, St.",false
60504,4002664,G,1,5,8,BwL,"Hameln (Hammeln), St.",false
60505,4002664,N,1,3,0,,"Bückenburg, Gf. von",false
60506,4002666,G,1,5,1,,"Wien, St.",false
60507,4002666,W,5,3,0,,St. Stephan Metropolitandomkirche,false
60508,4002667,N,1,2,0,,"Sachsen, Albert, Pz, von",false
60509,4002667,N,1,2,0,,"Sachsen, Klemens Wenzel, Pr.",false
60510,4002668,N,4,1,0,,"Widmann, Wenzel, Freiherr von, österr. Minister und Geheimrat",false
60511,4002670,E,0,0,0,,Cherokee (Indianer in Nordamerika),false
60512,4002671,E,0,0,0,,"Cherokee, Nordamerika",false
60513,4002675,G,1,5,9,P,"Meseritz, Ort = Miedzyrzecze",false
60514,4002675,T,0,0,0,,,false
60515,4002675,G,1,7,9,,"Weichsel (Weixel), Fl. = Wisla",false
60516,4002677,G,1,5,8,Mb,"Parin, Ort",false
60517,4002677,G,1,5,8,Mb,"Eldena, Ort",false
60518,4002677,G,1,5,8,Mb,"Wredenhagen, Ort",false
60519,4002677,G,1,5,8,Mb,"Marnitz, Ort",false
60520,4002677,N,5,3,0,,"Boye, von, preuß. Rittmeister",false
60521,4002677,N,4,0,0,,"Galan, pr. Kriegsrat",false
60522,4002678,G,1,5,3,Fr,"Frankfurt, RSt.",false
60523,4002678,G,1,5,3,Fu,"Fulda, Bm",false
60524,4002678,G,1,5,5,Wzb,"Würzburg, Bm.",false
60525,4002678,G,1,5,3,HK,"Hanau, St.",false
60526,4002678,G,1,5,2,Gel,"Gelnhausen, RSt.",false
60527,4002678,G,1,5,5,Wer,"Wertheim, St.",false
60528,4002678,G,1,5,5,Wzb,"Karlsstadt, St.",false
60529,4002678,G,1,5,3,HD,"Remlingen,St.",false
60530,4002678,G,1,5,2,Ns,"Dillenburg, St.",false
60531,4002678,G,1,5,3,HK,"Bergen, Ort",false
60532,4002681,N,5,1,0,,"Hadick, Andreas, österr. GFMLT, Hussarenregiment",false
60533,4002681,N,1,1,0,,"Zweibrücken, Christian IV, Hzg. von",false
60534,4002681,N,5,1,0,,"Beck, Phillip  Lewin, Freiherr von, österr. GL",false
60535,4002681,N,5,1,0,,"Lacy, Franz Moritz, österr. GL",false
60536,4002681,N,5,1,0,,"Daun, Leopold Josef Maria, Gf. von, österr. Fmlt.",false
60537,4002681,G,1,5,7,Sa,"Meissen, St.",false
60538,4002681,G,1,7,9,,"Elbe, Fl.",false
60539,4002681,G,1,7,9,,"Mulde (Mulda, Muldau), Fl.",false
60540,4002681,G,1,5,7,Sa,"Nossen, St.",false
60541,4002682,G,1,5,7,Sa,"Großebersdorf, Ort",false
60542,4002682,G,1,5,7,Res,"Gera, St.",false
60543,4002682,N,5,1,0,,"Lutzinsky, Gabriel, Freiherr von, österr. GL",false
60544,4002683,I,5,0,0,,Ottoisches Jägercorps,false
60545,4002683,G,1,5,7,Sa,"Zeitz, St.",false
60546,4002683,G,1,5,7,Sa,"Leipzig, St.",false
60547,4002683,G,1,5,7,Sa,"Merseburg (Mörseburg), St.",false
60548,4002686,N,0,1,0,,"Golliskin, russ. Botschafter in Haag",false
60549,4002686,N,0,1,0,,"Affry, Louis Alfonse, Gf. d', frz. Minister in Haag",false
60550,4002686,N,0,1,0,,"Reischach, Thaddäus, Baron von, österr. Botschafter in Haag",false
60551,4002686,N,1,2,0,,"Braunschweig, Ludwig, Pz. von",false
60552,4002686,N,1,1,0,,"Sachsen, August III",false
60553,4002686,N,1,1,0,,"Schweden, Adolf Friedrich, Kg. von",false
60554,4002690,G,1,5,9,,"Magdeburg, St",false
60555,4002690,G,1,5,8,Mb,"Mannsfelde, Ort",false
60556,4002690,G,1,5,9,,"Halberstadt, St.",false
60557,4002690,G,1,5,7,Sa,"Torgau, St.",false
60558,4002690,G,1,5,9,Sl,"Ottmachau, St. = Otmuchów",false
60559,4002690,N,5,2,0,,"Stülpnagel von, pr. Major",false
60560,4002690,N,5,2,0,,"Podewilk von, pr. Major",false
60561,4002690,N,5,2,0,,"Ingersleben von, pr. Major",false
60562,4002693,N,1,3,0,,"Schiernding, Maria Catharina Ludovica, Gfn. von, Strernkreuzordensdame",false
60563,4002693,I,6,2,0,,Sternkreuzorden,false
60564,4002694,N,1,2,0,,"Sachsen, Albert, Pz. von",false
60565,4002694,N,1,2,0,,"Sachsen, Klemens, Pz. von",false
60566,4002695,N,5,2,0,,"Klein, von, österr. Oberst",false
60567,4002696,N,1,3,0,,"Batthyany, Theresia, Gfn. von, Sternkreuzordensdame",false
60568,4002698,E,0,0,0,,"Cherokeesen, Nordamerika",false
60569,4002701,N,0,1,0,,"Affry, Louis Alfonse, Gf. d', frz. Minister in Haag",false
60570,4002701,N,1,1,0,,"Braunschweig, Ludwig, Herzog von",false
60571,4002701,N,1,1,0,,"Grossbritannien, Georg III, Kg. von",false
60572,4002701,N,1,1,0,,"Preussen, Friedrich II, Kg.",false
60573,4002703,N,1,1,0,,"Frankreich, Ludwig XV, Kg.",false
60574,4002703,G,1,5,9,,"Berlin, St.",false
60575,4002704,N,1,1,0,,"Braunschweig, Ludwig, Herzog von",false
60576,4002704,N,1,1,0,,"Grossbritannien, Georg III, Kg.",false
60577,4002704,N,1,1,0,,"Preussen, Friedrich II, Kg.",false
60578,4002704,N,1,1,0,,"Russland, Elisabeth, russ. Zarin",false
60579,4002704,N,1,1,0,,"Polen, August III, Kg. von",false
60580,4002704,N,1,1,0,,"Schweden, Adolf Friedrich, Kg. von",false
60581,4002705,G,1,7,9,,"Rhein, Fl.",false
60582,4002706,N,1,4,0,,"Brancas, Heinrich Ignatz von, franz. Bischoff,",false
60583,4002707,N,1,1,0,,"Frankreich, Ludwig XV, Kg.",false
60584,4002711,G,1,5,7,Sa,"Zschopau (Tschopau), St.",false
60585,4002711,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
60586,4002711,G,1,5,7,Sa,"Borna (Bornig), St.",false
60587,4002711,G,1,5,7,Sa,"Oederan (Oedern, Oedem), St.",false
60588,4002711,G,1,5,7,Sa,"Dresden, St.",false
60589,4002711,G,1,5,7,Sa,"Nossen, St.",false
60590,4002711,N,1,1,0,,"Preussen, Friedrich II",false
60591,4002712,G,1,5,7,Sa,"Oederan (Oedern, Oedem), St.",false
60592,4002712,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
60593,4002712,G,1,5,7,Sa,"Zwickau, St.",false
60594,4002712,G,1,5,7,Sa,"Zschopau (Tschopau), St.",false
60595,4002712,G,1,5,7,Sa,"Zeitz, St.",false
60596,4002712,G,1,5,7,Sa,"Wittenberg (Wüttemberg), St.",false
60597,4002713,N,5,1,0,,"Kleefeld, Wenzel, Freiherr von, österr. Gl",false
60598,4002713,N,5,1,0,,"Lacy, Franz Moritz, Gf. von, österr. Gl",false
60599,4002713,G,1,7,9,,"Elbe, Fl.",false
60600,4002713,G,1,5,7,Sa,"Reichenberg, Ort",false
60601,4002713,T,0,0,0,,,false
60602,4002713,G,1,5,7,Sa,"Moritzburg, Schloß",false
60603,4002713,G,1,5,7,Sa,"Koßdorf, St.",false
60604,4002713,G,1,5,9,,"Lübben, St.",false
60605,4002713,G,1,5,7,Sa,"Görlitz (Gerlitz), St.",false
60606,4002713,I,5,0,0,,Sächsische Kavallerie,false
60607,4002714,G,1,5,2,Lüt,"Lüttich, St.",false
60608,4002715,V,0,0,0,,Verzeichnis der franz. Bataillone in Lüttich vom April 1760,false
60609,4002716,G,1,5,3,Fr,"Frankfurt, RSt.",false
60610,4002717,N,0,1,0,,"Pergen, Johann Anton, Graf von, österr. Botschafter in Köln",false
60611,4002718,N,1,3,0,,"Dobalsky, Maria Anna, Gfn. von, Sternkreuzordensdame",false
60612,4002718,N,1,3,0,,"Batthyany, Gfn, von, Sternkreuzordensdame",false
60613,4002718,I,6,2,0,,Sternkreuzorden,false
60614,4002719,N,1,2,0,,"Sachsen, Albert, Pz. von",false
60615,4002719,N,1,2,0,,"Sachsen, Klemens, Pz. von",false
60616,4002719,G,1,5,1,,"Sallmanstorf, Ort bei Wien",false
60617,4002719,N,1,2,0,,"Habsburg, Josef, Erzherzog von",false
60618,4002722,N,1,1,0,,"Habsburg, Franz",false
60619,4002722,N,1,1,0,,"Preussen, Friedrich II, Kg",false
60620,4002725,E,0,0,0,,"Cherokee, Nordamerika",false
60621,4002726,G,1,7,9,,"Weser, Fl.",false
60622,4002726,G,1,7,9,,"Elbe, Fl.",false
60623,4002727,I,5,0,0,,Russ. Kosacken,false
60624,4002727,G,1,5,9,P,"Köslin, St. = Koszalin",false
60625,4002728,G,1,5,9,,"Berlin, St.",false
60626,4002729,N,1,3,0,,"Bevern, Herzog von, Gouverneur von Stettin",false
60627,4002730,G,1,5,7,Res,"Gera, St.",false
60628,4002730,G,1,5,7,Sa,"Leipzig, St.",false
60629,4002730,G,1,5,7,Sa,"Borna (Bornig), St.",false
60630,4002730,G,1,5,7,Sa,"Zeitz,St.",false
60631,4002730,G,1,5,7,Sa,"Pegau, St.",false
60632,4002730,G,1,5,7,Sa,"Oschatz, St.",false
60633,4002730,N,5,1,0,"0","Schenckendorff, Balthasar Rudolf, preuß. Gl.",false
60634,4002731,G,1,5,7,Sa,"Leipzig, St.",false
60635,4002731,G,1,5,7,Sa,"Moritzburg, St.",false
60636,4002731,G,1,5,7,Sa,"Bautzen (Budißin, Pautzen), St.",false
60637,4002731,G,1,5,7,Sa,"Görlitz (Gerlitz), St.",false
60638,4002731,G,1,5,9,Sl,"Lauban, St. = Luban",false
60639,4002731,G,1,5,7,Sa,"Naumburg (Naumberg, Raumburg), St.",false
60640,4002732,G,1,5,9,P,"Liegnitz, St. = Legnica",false
60641,4002732,G,1,5,9,Sl,"Breslau, St. = Wroclaw",false
60642,4002733,G,1,5,3,HK,"Rinteln, St.",false
60643,4002735,N,4,0,0,,"Glahn, pr. Kriegsrat, Schwed. Geisel, April 1760",false
60644,4002735,N,4,0,0,,"Vorkampf, pr. Sekretär, schwed. Geisel, April 1760",false
60645,4002736,G,1,5,6,By,"München, St.",false
60646,4002736,G,1,5,5,Wzb,"Würzburg, Bm.",false
60647,4002736,G,1,7,9,,"Main (Mayn), Fl.",false
60648,4002736,G,1,7,9,,"Rhein, Fl.",false
60649,4002739,G,1,5,3,Fr,"Frankfurt, RSt.",false
60650,4002740,G,1,5,7,Sa,"Langensalza, Bad (Langensaltza), St.",false
60651,4002740,G,1,5,7,Sa,"Leipzig, St.",false
60652,4002740,G,1,5,7,Sa,"Weißensee, St.",false
60653,4002740,G,1,5,2,Mz,"Sömmerda, St.",false
60654,4002744,N,5,1,0,,"Preussen, Ferdinand, Pz, Gl",false
60655,4002745,N,0,1,0,,"Mitchell, Andrew, engl. Botschafter in Berlin",false
60656,4002747,N,1,1,0,,"Preussen, Friedrich II, KG",false
60657,4002747,N,1,1,0,,"Hessen-Kassel. Friedrich II, Landgraf von, Glfm",false
60658,4002750,N,0,1,0,,"Kretschmar, Josef, Kg. von,",false
60659,4002750,N,1,1,0,,"Portugal, Maria Anna Viktoria, Kg. von",false
60660,4002751,N,1,1,0,,"Neapel-Sizilien, Ferdinand IV, Kg. v.",false
60661,4002753,N,1,1,0,,"Spanien, Marie Amalie, Kgn. von",false
60662,4002758,N,1,3,0,,"Klemens XIII, Papst",false
60663,4002759,E,0,0,0,,Juden (Taufen),false
60664,4002761,N,1,1,0,,"Frankreich, Ludwig XV, Kg.",false
60665,4002762,N,0,1,0,,"deÀndrada, port. Gesandter in Haag",false
60666,4002762,N,1,1,0,,"Frankreich, Ludwig XV, Kg.",false
60667,4002764,N,1,2,0,,"Sachsen, Friedrich Christian, Erbprinz",false
60668,4002765,N,1,1,0,,"Bedford, Herzog von",false
60669,4002766,N,3,1,1,,"Gärtner, Christian, astronomischer Beobachter",false
60670,4002767,G,1,5,5,Wzb,"Würzburg, Bm.",false
60671,4002767,G,1,5,2,Mz,"Aschaffenburg, St.",false
60672,4002769,G,1,5,9,P,"Marienberg, St. = Pakosc",false
60673,4002769,G,1,6,3,,"Marienwerder, St. = Kwidzyn",false
60674,4002769,T,0,0,0,,,false
60675,4002771,N,5,1,0,,"Maer, österr. Gl",false
60676,4002771,N,1,3,0,,"Esterhazy, Fürst von",false
60677,4002772,N,1,4,0,,"Klemens VIII, Papst",false
60678,4002772,N,1,4,0,,"Thun, von, Graf",false
60679,4002774,G,1,5,7,Sa,"Dresden, St.",false
60680,4002774,I,6,2,0,,Maria-Theresia-Orden,false
60681,4002774,N,5,1,0,,"Daun, Leopold Josef Maria, österr. GL",false
60682,4002774,V,0,0,0,,"Teilnehmerverzeichnis zur Maria-Theresia-Ritterordensernennung in Dresden, Jan. 1760",false
60683,4002777,V,0,0,0,,Franz. Schiffsplünderungen (vom 1.6.1759-1.6.1760),false
60684,4002779,N,0,1,0,,"Affry, Louis Alfonse, Gf. d', frz. Minister in Haag",false
60685,4002779,N,0,1,0,,"Monciel, Marquis von, franz. Botschafter in Stuttgart",false
60686,4002779,N,0,1,0,,"Bauffet, Marquis von, franz. Botschafter in Bonn",false
60687,4002779,N,0,1,0,,"Durfort, Emeric Josef de, franz. Botschafter in Neapel",false
60688,4002780,G,1,7,9,,"Ohm, Fl.",false
60689,4002780,G,1,5,3,HK,"Marburg, St.
arburg, St.",false
60690,4002780,G,1,5,2,Ns,"Dillenburg, St.",false
60691,4002780,G,1,5,3,Wd,"Korbach, St.",false
60692,4002780,G,1,5,3,HK,"Neustadt, St.",false
60693,4002780,G,1,5,3,HK,"Niederense, Ort bei Korbach",false
60694,4002780,G,1,7,9,,"Rhein, Fl.",false
60695,4002780,N,1,2,0,,"Preussen, Ferdinand, Pz. von",false
60696,4002780,N,1,2,0,,"Lausitz, Graf von",false
60697,4002781,N,1,1,0,,"Russland, Elisabeth, Zarin",false
60698,4002784,G,1,5,2,Ns,"Dillenburg, St.",false
60699,4002784,G,1,5,3,Wd,"Korbach, St.",false
60700,4002785,I,5,0,0,,Schweizer Garderegiment,false
60701,4002785,G,1,5,3,Wd,"Korbach, St.",false
60702,4002785,G,1,5,3,Fr,"Sachsenhausen, Ort",false
60703,4002785,N,1,0,1,,"Braunschweig-Lüneburg, Ferdiand, Hzg. v. , pr. GL",false
60704,4002785,N,5,1,0,,"Spörcken, Ludwig, Freiherr von, hann. GL",false
60705,4002785,G,1,5,3,Wd,"Mengeringhausen (Meringhausen), St",false
60706,4002785,I,5,0,0,,Brückenburgisches Jägercorps,false
60707,4002785,N,5,2,0,,"Bulov, von, Oberst",false
60708,4002785,G,1,5,3,Wd,"Arolsen, St.",false
60709,4002786,G,1,5,9,P,"Greiffenberg, St. = Gryfice",false
60710,4002786,G,1,5,9,,"Driesen, Ort = Drezdenko",false
60711,4002786,G,1,5,9,P,"Neustettin, St. = Szczecinek",false
60712,4002786,I,5,0,0,,Donsche Kosaken,false
60713,4002787,N,1,1,0,,"Lothringen, Carl, Hzg. von",false
60714,4002787,N,5,1,0,,"Colloredo, Anton, Gf. von, österr. GFMLT, Reichsvizekanzler",false
60715,4002788,N,1,2,0,,"Habsburg, Johanna Gabriela, Erzherzogin von",false
60716,4002788,N,1,2,0,,"Habsburg, Maria Josepha, Erzherzogin von",false
60717,4002788,W,5,3,0,,Kirche d. Heiligen Probsthauses in Wien (St. Anna),false
60718,4002789,N,1,2,0,,"Habsburg, Maria Anna, Erzherzogin von",false
60719,4002790,N,5,2,0,+,"Amadai, österr. Oberst (gef. bei Dresden, 19.7.1760)",false
60720,4002790,G,1,5,7,Sa,"Pirna, St.",false
60721,4002790,G,1,5,7,Sa,"Wilsdruff, Ort bei Dresden",false
60722,4002792,G,1,5,3,Wd,"Korbach, St.",false
60723,4002792,G,1,5,3,HK,"Naustadt, St.",false
60724,4002792,N,5,1,0,,"Daun, Leopold Joseph, Gf. von, österr. GFM",false
60725,4002792,N,1,1,0,,"Braunschweig-Lüneburg, Ferdinand, Hzg. von, pr. GLT",false
60726,4002792,I,5,0,0,,Lucknerisches Corps,false
